total,intExpID,type,column,total_users,user_no,intSeg,intArr,intDel,intSta,intRep,intDelRate,intActRate,intByteSize,floatBuf,algorithm_used,seg_Dur,width,height,resolutions,play_Pos,RTT,Clae,Duanmu,Yin,Yu,P1203,rtt_qos,tp_qos,p_qos
137,102,driving,1,3,3,17,44145,1026,0,3918,8685,4455,1113972,2156,exponential,2000,1920,1080,1920x1080,32000,43.759,2.151,66.686,34025.027,3.005,2.51,20.78,1199630.054,179
138,102,driving,1,3,3,18,48163,2905,1861,4375,3770,5477,1369313,2000,exponential,2000,1920,1080,1920x1080,34000,43.772,2.241,70.276,43526.448,-17.314,2.432,26.478,486725.1479,348
139,102,driving,1,3,3,19,52178,2993,2015,4375,3953,5916,1479218,2000,exponential,2000,1920,1080,1920x1080,36000,57.742,2.329,73.743,53946.467,-17.049,2.313,19.363,513914.2662,375
140,102,driving,1,3,3,20,55953,2709,1774,4375,4239,5742,1435508,2000,exponential,2000,1920,1080,1920x1080,38000,48.401,2.413,73.723,58060.486,-17.003,2.274,19.737,549170.2386,329
141,102,driving,1,3,3,21,60223,3119,2270,3918,3201,4992,1248161,2000,exponential,2000,1920,1080,1920x1080,40000,16.381,2.49,74.006,62287.309,-16.966,2.209,19.892,406103.7965,402
142,102,driving,1,3,3,22,64248,2777,2025,3091,3363,4670,1167586,2000,exponential,2000,1280,720,1280x720,42000,53.925,2.526,74.011,65305.7,-16.97,2.154,14.284,436839.7955,358
143,102,driving,1,3,3,23,68264,2750,2015,3091,2896,3982,995537,2000,exponential,2000,1280,720,1280x720,44000,68.607,2.559,73.377,67632.606,-17,2.107,26.167,377742.5656,338
144,102,driving,1,3,3,24,72286,2776,2022,3091,3102,4306,1076637,2000,exponential,2000,1280,720,1280x720,46000,46.728,2.591,73.107,70715.512,-17.016,2.065,24.551,400263.0852,343
145,102,driving,1,3,3,25,76306,2843,2019,3091,2787,3963,990771,2000,exponential,2000,1280,720,1280x720,48000,19.45,2.621,72.868,73819.418,-17.031,2.013,20.546,354477.8949,346
146,102,driving,1,3,3,26,79924,2405,1618,2422,2485,2989,747264,2000,exponential,2000,1280,720,1280x720,50000,61.164,2.599,71.99,74360.246,-17.101,1.984,23.297,328849.175,260
147,102,driving,1,3,3,27,82842,1706,917,2422,3446,2940,735059,2000,exponential,2000,1280,720,1280x720,52000,18.223,2.58,70.436,73476.613,-17.275,1.973,13.935,446031.7489,221
148,102,driving,1,3,3,28,84417,242,0,2422,23558,2850,712647,2426,exponential,2000,1280,720,1280x720,54000,16.737,2.563,68.464,71044.98,-18.167,1.981,21.233,3772896.875,101
149,102,driving,1,3,3,29,88091,2441,1248,4375,3838,4685,1171307,2000,exponential,2000,1920,1080,1920x1080,56000,53.21,2.611,69.087,74460.347,-17.798,1.942,15.892,501901.9503,406
150,102,driving,1,3,3,30,92059,2608,1967,4375,3258,4249,1062270,2000,exponential,2000,1920,1080,1920x1080,58000,21.614,2.658,71.24,84736.366,-17.163,1.911,6.868,416187.901,340
151,102,driving,1,3,3,31,95782,2401,1722,4375,2788,3348,837012,2000,exponential,2000,1920,1080,1920x1080,60000,30.978,2.704,71.843,90533.385,-17.088,1.891,17.95,357738.4628,291
152,102,driving,1,3,3,32,99199,2030,1417,3091,2694,2735,683772,2000,exponential,2000,1280,720,1280x720,62000,32.463,2.724,71.2,90692.178,-17.167,1.868,16.56,347461.6824,238
153,102,driving,1,3,3,33,102030,1462,831,2422,3509,2565,641296,2000,exponential,2000,1280,720,1280x720,64000,16.407,2.703,70.133,89772.006,-17.381,1.852,18.51,454194.609,223
154,102,driving,1,3,3,34,104221,953,190,2422,2864,1364,341237,2000,exponential,2000,1280,720,1280x720,66000,68.043,2.684,68.857,88513.373,-18.226,1.839,25.379,411589.004,119
155,102,driving,1,3,3,35,106313,757,92,2422,5319,2013,503338,2000,exponential,2000,1280,720,1280x720,68000,44.628,2.666,68.062,88718.74,-23.425,1.829,18.59,744639.5405,112
156,102,driving,1,3,3,36,108264,560,0,3091,5645,1580,395219,2050,exponential,2000,1280,720,1280x720,70000,41.084,2.687,67.871,90571.107,-88.824,1.831,10.145,800990.9032,77
157,102,driving,1,3,3,37,110701,1040,387,4375,4935,2566,641568,2000,exponential,2000,1920,1080,1920x1080,72000,40.913,2.722,68.333,94548.013,-21.52,1.813,16.276,666352.7628,154
158,102,driving,1,3,3,38,112638,540,0,4375,8521,2300,575203,2064,exponential,2000,1920,1080,1920x1080,74000,16.895,2.757,68.54,98923.032,-21.648,1.817,0.106,1234621.037,123
159,102,driving,1,3,3,39,115182,1163,480,4375,4009,2331,582905,2000,exponential,2000,1920,1080,1920x1080,76000,44.44,2.792,68.805,103577.051,-20.612,1.808,16.43,541505.2026,203
160,102,driving,1,3,3,40,117891,1199,708,4375,3976,2383,595956,2000,exponential,2000,1920,1080,1920x1080,78000,20.793,2.826,69.502,110076.07,-18.148,1.799,20.511,521300.4465,207
161,102,driving,1,3,3,41,120681,1206,789,4375,4470,2695,673957,2000,exponential,2000,1920,1080,1920x1080,80000,16.326,2.86,69.883,115378.089,-17.837,1.79,15.084,583581.8376,223
162,102,driving,1,3,3,42,123688,1596,1006,3918,3228,2576,644053,2000,exponential,2000,1920,1080,1920x1080,82000,26.555,2.892,70.143,119733.912,-17.645,1.782,7.643,419879.1475,220
163,102,driving,1,3,3,43,126529,1265,841,3918,4315,2729,682406,2000,exponential,2000,1920,1080,1920x1080,84000,15.984,2.923,70.244,123808.333,-17.627,1.774,16.495,560549.2262,174
164,102,driving,1,3,3,44,128720,633,191,3918,8559,2709,677265,2000,exponential,2000,1920,1080,1920x1080,86000,17.234,2.952,69.77,125281.754,-18.502,1.768,16.016,1159300.061,146
165,102,driving,1,3,3,45,131953,1697,1232,4375,3039,2579,644772,2000,exponential,2000,1920,1080,1920x1080,88000,40.344,2.982,70.146,130373.175,-17.965,1.767,15.671,400990.6099,224
166,102,driving,1,3,3,46,135136,1635,1182,4375,3131,2560,640089,2000,exponential,2000,1920,1080,1920x1080,90000,21.211,3.012,70.898,137721.194,-17.386,1.761,16.395,404336.6711,223
167,102,driving,1,3,3,47,136998,278,0,4375,20504,2850,712539,2138,exponential,2000,1920,1080,1920x1080,92000,19.124,3.041,70.254,138400.213,-18.3,1.762,4.682,3132818.827,140
168,102,driving,1,3,3,48,139268,617,132,4375,9242,2851,712828,2000,exponential,2000,1920,1080,1920x1080,94000,15.932,3.069,69.744,139625.232,-69.886,1.76,15.169,1250769.177,113
169,102,driving,1,3,3,49,141664,749,395,4375,9286,3477,869463,2000,exponential,2000,1920,1080,1920x1080,96000,21.374,3.097,70.108,145185.251,-21.103,1.755,13.903,1251872.729,127
170,102,driving,1,3,3,50,144090,881,426,4375,8223,3622,905558,2000,exponential,2000,1920,1080,1920x1080,98000,129.906,3.124,70.398,150442.27,-19.29,1.751,6.136,1255218.871,152
171,102,driving,1,3,3,51,146273,442,182,4375,9552,2111,527767,2000,exponential,2000,1920,1080,1920x1080,100000,15.874,3.15,70.391,154178.289,-20.53,1.747,10.332,1329638.145,91
172,102,driving,1,3,3,52,148198,269,0,4375,8185,1100,275228,2076,exponential,2000,1920,1080,1920x1080,102000,19.797,3.176,70.265,157275.308,-43.148,1.747,14.815,1245139.476,52
173,102,driving,1,3,3,53,152146,2319,1872,4375,4140,4800,1200140,2000,exponential,2000,1920,1080,1920x1080,104000,39.713,3.202,71.295,166720.327,-17.666,1.743,14.112,533691.9842,416
174,102,driving,1,3,3,54,156865,3111,2719,4375,4040,6284,1571135,2000,exponential,2000,1920,1080,1920x1080,106000,59.681,3.226,72.834,179252.346,-16.932,1.739,18.398,520909.5237,485
175,102,driving,1,3,3,55,160897,2456,2031,4375,6188,7599,1899904,2000,exponential,2000,1920,1080,1920x1080,108000,58.951,3.251,72.977,184104.365,-16.909,1.736,15.842,805198.4319,433
176,102,driving,1,3,3,56,164914,2424,2017,4375,7881,9552,2388192,2000,exponential,2000,1920,1080,1920x1080,110000,19.496,3.274,72.672,186373.384,-16.989,1.733,0.132,991893.0454,595
177,102,driving,1,3,3,57,169187,2553,2273,4375,6752,8619,2154759,2000,exponential,2000,1920,1080,1920x1080,112000,45.157,3.298,72.855,191474.403,-16.952,1.731,16.138,869378.0976,667
178,102,driving,1,3,3,58,172948,2126,1761,4375,6835,7266,1816520,2000,exponential,2000,1920,1080,1920x1080,114000,40.908,3.321,72.784,195081.422,-16.985,1.729,11.75,891057.0342,402
179,102,driving,1,3,3,59,175646,1015,697,4375,10472,5314,1328639,2000,exponential,2000,1920,1080,1920x1080,116000,33.032,3.343,72.073,194728.441,-17.388,1.727,9.61,1404541.078,339
180,102,driving,1,3,3,60,177696,452,50,4375,10803,2441,610383,2000,exponential,2000,1920,1080,1920x1080,118000,21.553,3.365,71.322,193970.46,-20.195,1.725,0.434,1572701.306,93
181,103,driving,1,3,1,1,114,113,0,239,150,8,2132,2000,bba,2000,320,180,320x180,0,53.135,0,51.077,-5760.485,0.24,1.878,0.102,3257617.729,2
182,103,driving,1,3,1,2,1838,619,0,378,1770,547,136969,4000,bba,2000,384,216,384x216,2000,1.214,0.419,47.061,-11520.97,0.309,1.89,75.789,243513.3283,49
183,103,driving,1,3,1,3,3649,379,0,378,3802,720,180164,4189,bba,2000,384,216,384x216,4000,0.702,0.477,47.223,857.607,0.332,1.903,0.119,519917.6834,64
184,103,driving,1,3,1,4,5094,360,0,378,3906,703,175814,4745,bba,2000,384,216,384x216,6000,0.334,0.509,47.304,1236.184,0.344,1.914,0.379,525865.0305,62
185,103,driving,1,3,1,5,6379,258,0,378,3263,420,105237,5460,bba,2000,384,216,384x216,8000,0.329,0.529,47.353,1614.761,0.351,1.906,0.204,460548.151,38
186,103,driving,1,3,1,6,7641,251,0,378,3102,389,97333,6198,bba,2000,384,216,384x216,10000,0.47,0.543,47.385,1993.338,0.355,1.902,0.315,677578.2075,35
187,103,driving,1,3,1,7,8997,222,0,378,3116,345,86490,6843,bba,2000,384,216,384x216,12000,0.332,0.554,47.408,2371.915,0.359,1.899,0.188,433841.9973,31
188,103,driving,1,3,1,8,10350,257,0,572,3429,440,110165,7491,bba,2000,512,288,512x288,14000,0.372,0.531,47.615,2750.492,0.385,2.003,0.251,470575.1958,40
189,103,driving,1,3,1,9,11776,281,0,572,3637,511,127753,8066,bba,2000,512,288,512x288,16000,0.351,0.536,47.76,3322.981,0.406,2.17,0.113,494757.6779,46
190,103,driving,1,3,1,10,13216,287,0,572,3372,484,121002,8627,bba,2000,512,288,512x288,18000,0.513,0.546,47.876,3895.47,0.423,2.086,0.261,699707.361,43
191,103,driving,1,3,1,11,14589,272,0,572,3643,495,123867,9254,bba,2000,512,288,512x288,20000,0.347,0.559,47.972,4467.959,0.436,2.101,0.283,495753.1981,44
192,103,driving,1,3,1,12,16172,472,0,572,1966,463,115994,9672,bba,2000,512,288,512x288,22000,0.358,0.571,48.051,5040.448,0.448,2.181,0.084,258689.4244,42
193,103,driving,1,3,1,13,17613,242,0,572,3423,414,103562,10231,bba,2000,512,288,512x288,24000,0.368,0.583,48.118,5612.937,0.457,2.181,0.104,471054.1246,37
194,103,driving,1,3,1,14,19040,260,0,766,3495,454,113613,10805,bba,2000,512,288,512x288,26000,0.372,0.577,48.279,6185.426,0.479,2.183,0.135,482431.5677,41
195,103,driving,1,3,1,15,20541,278,0,766,3701,514,128630,11304,bba,2000,512,288,512x288,28000,0.331,0.58,48.413,6951.724,0.499,2.188,0.182,504064.5,46
196,103,driving,1,3,1,16,22175,362,0,766,4184,757,189346,11670,bba,2000,512,288,512x288,30000,0.381,0.588,48.53,7718.022,0.515,2.201,0.242,557247.7571,67
197,103,driving,1,3,1,17,23861,399,0,766,4367,871,217819,11985,bba,2000,512,288,512x288,32000,0.35,0.598,48.633,8484.32,0.53,2.218,0.216,577772.2426,77
198,103,driving,1,3,1,18,25518,378,0,766,4789,905,226308,12328,bba,2000,512,288,512x288,34000,0.316,0.608,48.725,9250.618,0.543,2.176,0.262,632065.4691,80
199,103,driving,1,3,1,19,27162,383,0,766,4934,944,236216,12685,bba,2000,512,288,512x288,36000,0.32,0.619,48.807,10016.916,0.555,2.194,0.116,653039.9741,83
200,103,driving,1,3,1,20,28635,355,0,766,4840,859,214790,13213,bba,2000,512,288,512x288,38000,0.325,0.63,48.881,10783.214,0.565,2.203,0.13,643121.8538,76
201,103,driving,1,3,1,21,30284,374,0,766,4970,929,232352,13564,bba,2000,512,288,512x288,40000,0.313,0.641,48.948,11549.512,0.575,2.212,0.146,656127.8092,82
202,103,driving,1,3,1,22,32093,426,0,766,6193,1319,329785,13756,bba,2000,512,288,512x288,42000,0.333,0.652,49.009,12315.81,0.584,2.228,0.228,813013.8184,114
203,103,driving,1,3,1,23,33877,401,0,766,5595,1121,280499,13972,bba,2000,512,288,512x288,44000,0.326,0.662,49.065,13082.108,0.592,2.234,0.229,735517.442,90
204,103,driving,1,3,1,24,35740,388,0,766,5509,1068,267199,14109,bba,2000,512,288,512x288,46000,0.297,0.672,49.116,13848.406,0.599,2.24,0.229,726427.677,86
205,103,driving,1,3,1,25,37543,349,0,766,5467,954,238528,14307,bba,2000,512,288,512x288,48000,0.292,0.682,49.163,14614.704,0.606,2.243,0.163,723685.2475,75
206,103,driving,1,3,1,26,39347,346,0,766,5402,934,233647,14504,bba,2000,512,288,512x288,50000,0.258,0.691,49.206,15381.002,0.612,2.246,0.207,715498.5422,74
207,103,driving,1,3,1,27,41060,348,0,766,5495,956,239073,14791,bba,2000,512,288,512x288,52000,0.288,0.7,49.246,16147.3,0.618,2.249,0.151,727235.1534,75
208,103,driving,1,3,1,28,42929,342,0,766,5437,929,232450,14923,bba,2000,512,288,512x288,54000,0.428,0.708,49.283,16913.598,0.623,2.252,0.182,720443.5252,76
209,103,driving,1,3,1,29,44524,317,0,766,5092,807,201801,15329,bba,2000,512,288,512x288,56000,0.253,0.716,49.318,17679.896,0.628,2.26,0.122,692408.4039,71
210,103,driving,1,3,1,30,46385,299,0,766,5048,754,188673,15469,bba,2000,512,288,512x288,58000,0.26,0.724,49.35,18446.194,0.632,2.26,0.24,673949.8077,67
211,103,driving,1,3,1,31,48159,119,0,766,9052,538,134663,15696,bba,2000,512,288,512x288,60000,0.645,0.731,49.38,19212.492,0.637,2.245,14.262,1372340.75,46
212,103,driving,1,3,1,32,50505,675,0,1077,2837,957,239425,15350,bba,2000,640,360,640x360,62000,12.999,0.727,49.5,19978.79,0.651,2.292,38.304,413701.1936,84
213,103,driving,1,3,1,33,52232,27,0,1077,84345,1138,284666,15623,bba,2000,640,360,640x360,64000,0.251,0.726,49.591,21056.712,0.663,2.32,0.18,33065111.42,56
214,103,driving,1,3,1,34,54304,536,0,1801,3691,989,247297,15552,bba,2000,736,414,736x414,66000,0.347,0.65,49.897,22134.634,0.697,2.378,6.843,482687.0724,77
215,103,driving,1,3,1,35,56251,256,0,1801,12530,1603,400983,15606,bba,2000,736,414,736x414,68000,0.25,0.608,50.118,23935.968,0.729,2.412,0.148,1686717.508,80
216,103,driving,1,3,1,36,58126,330,0,1801,5716,943,235821,15732,bba,2000,736,414,736x414,70000,0.279,0.583,50.327,25737.302,0.758,2.435,0.222,762420.9459,68
217,103,driving,1,3,1,37,60179,374,0,1801,6052,1131,282955,15680,bba,2000,736,414,736x414,72000,0.282,0.569,50.524,27538.636,0.786,2.459,0.088,796206.4787,75
218,103,driving,1,3,1,38,62007,337,0,1801,5782,974,243575,15852,bba,2000,736,414,736x414,74000,0.244,0.562,50.711,29339.97,0.813,2.486,0.17,773083.2895,63
219,103,driving,1,3,1,39,63948,353,0,1801,5976,1054,263711,15911,bba,2000,736,414,736x414,76000,0.27,0.56,50.888,31141.304,0.839,2.522,0.206,787818.0044,72
220,103,driving,1,3,1,40,65808,333,0,1801,6147,1023,255877,16052,bba,2000,736,414,736x414,78000,0.248,0.561,51.057,32942.638,0.863,2.543,0.131,812456.181,66
221,103,driving,1,3,1,41,67774,386,0,1801,6322,1220,305057,16086,bba,2000,736,414,736x414,80000,0.261,0.566,51.217,34743.972,0.886,2.56,0.277,843501.3263,79
222,103,driving,1,3,1,42,69729,396,0,1801,6478,1282,320689,16131,bba,2000,736,414,736x414,82000,0.318,0.572,51.37,36545.306,0.907,2.585,0.146,856032.4154,80
223,103,driving,1,3,1,43,71862,443,0,1801,6755,1496,374070,15998,bba,2000,736,414,736x414,84000,0.298,0.58,51.515,38346.64,0.928,2.601,0.138,879580.106,93
224,103,driving,1,3,1,44,73968,433,0,1801,6259,1355,338778,15892,bba,2000,736,414,736x414,86000,0.32,0.589,51.654,40147.974,0.948,2.64,6.008,927783.6163,75
225,103,driving,1,3,1,45,75868,306,0,1801,6194,947,236958,15993,bba,2000,736,414,736x414,88000,0.335,0.6,51.787,41949.308,0.967,2.672,0.12,826026.0853,64
226,103,driving,1,3,1,46,77832,314,0,1801,6348,996,249178,16030,bba,2000,736,414,736x414,90000,0.28,0.611,51.914,43750.642,0.985,2.682,0.244,845805.5808,82
227,103,driving,1,3,1,47,79853,345,0,1801,6556,1130,282736,16009,bba,2000,736,414,736x414,92000,0.275,0.622,52.036,45551.976,1.002,2.693,0.087,867825.9803,68
228,103,driving,1,3,1,48,81841,351,0,1801,6560,1151,287857,16022,bba,2000,736,414,736x414,94000,0.35,0.635,52.152,47353.31,1.019,2.701,0.087,868472.0644,69
229,103,driving,1,3,1,49,83909,388,0,1801,6822,1323,330870,15954,bba,2000,736,414,736x414,96000,0.281,0.647,52.264,49154.644,1.035,2.712,0.219,897818.453,80
230,103,driving,1,3,1,50,85968,379,0,1801,6626,1255,313924,15896,bba,2000,736,414,736x414,98000,0.231,0.66,52.371,50955.978,1.05,2.721,0.144,877623.2567,77
231,103,driving,1,3,1,51,87895,258,0,1801,6049,780,195098,15970,bba,2000,736,414,736x414,100000,0.266,0.673,52.474,52757.312,1.065,2.726,0.239,812537.4401,47
232,103,driving,1,3,1,52,89849,206,0,1801,5957,613,153406,16016,bba,2000,736,414,736x414,102000,0.289,0.686,52.573,54558.646,1.079,2.745,0.213,818050.1494,43
233,103,driving,1,3,1,53,92373,767,0,2422,7911,3033,758478,15492,bba,2000,1280,720,1280x720,104000,0.288,0.682,52.787,56359.98,1.105,2.769,0.166,1009845.549,177
234,103,driving,1,3,1,54,95211,1002,0,2422,7559,3787,946860,14655,bba,2000,1280,720,1280x720,106000,13.309,0.682,52.958,58782.347,1.129,2.798,10.767,990331.7791,179
235,103,driving,1,3,1,55,97983,1027,0,2422,8125,4172,1043079,13883,bba,2000,1280,720,1280x720,108000,0.253,0.684,53.122,61204.714,1.153,2.87,0.193,1034114.889,260
236,103,driving,1,3,1,56,100570,710,0,2422,14331,5087,1271964,13296,bba,2000,1280,720,1280x720,110000,26.338,0.688,53.281,63627.081,1.175,2.885,17.133,1977470.735,152
237,103,driving,1,3,1,57,104592,2299,0,2422,4294,4936,1234034,11275,bba,2000,1280,720,1280x720,112000,0.923,0.693,53.434,66049.448,1.197,3.089,6.138,543290.6407,429
238,103,driving,1,3,1,58,106844,463,0,378,1984,459,114880,11024,bba,2000,384,216,384x216,114000,1.011,0.671,53.503,64384.235,1.183,2.828,17.394,294767.0607,41
239,103,driving,1,3,1,59,108864,210,0,572,5896,619,154781,11004,bba,2000,512,288,512x288,116000,0.502,0.659,53.395,64762.812,1.173,2.798,24.92,881626.2456,43
240,103,driving,1,3,1,60,110842,144,0,766,4991,359,89844,11027,bba,2000,512,288,512x288,118000,3.091,0.656,53.32,65335.301,1.166,2.74,8.747,853754.7159,32
241,103,driving,1,3,2,1,117,117,0,239,145,8,2132,2000,bba,2000,320,180,320x180,0,60.763,0,51.077,-5760.485,0.24,1.878,0.115,6497237.569,2
242,103,driving,1,3,2,2,1821,606,0,378,1808,547,136969,4000,bba,2000,384,216,384x216,2000,1.107,0.419,47.061,-11520.97,0.309,1.89,73.631,246562.8359,49
243,103,driving,1,3,2,3,3246,378,0,378,3812,720,180164,4575,bba,2000,384,216,384x216,4000,0.736,0.477,47.223,857.607,0.332,1.903,0.419,508517.7219,64
244,103,driving,1,3,2,4,4687,352,0,378,3995,703,175814,5135,bba,2000,384,216,384x216,6000,0.337,0.509,47.304,1236.184,0.344,1.914,0.115,534642.7302,62
245,103,driving,1,3,2,5,5925,272,0,378,3095,420,105237,5898,bba,2000,384,216,384x216,8000,0.343,0.529,47.353,1614.761,0.351,1.906,33.513,468888.2467,38
246,103,driving,1,3,2,6,7287,244,0,378,3191,389,97333,6536,bba,2000,384,216,384x216,10000,0.292,0.543,47.385,1993.338,0.355,1.902,0.317,445169.3681,37
247,103,driving,1,3,2,7,8731,280,0,572,3624,507,126871,7092,bba,2000,512,288,512x288,12000,0.355,0.522,47.621,2371.915,0.386,2.025,0.262,492663.961,45
248,103,driving,1,3,2,8,10051,257,0,572,3429,440,110165,7773,bba,2000,512,288,512x288,14000,0.356,0.53,47.784,2944.404,0.41,2.003,0.237,468233.837,40
249,103,driving,1,3,2,9,11454,284,0,572,3598,511,127753,8371,bba,2000,512,288,512x288,16000,0.311,0.544,47.911,3516.893,0.428,2.061,0.219,488958.171,46
250,103,driving,1,3,2,10,12847,293,0,572,3303,484,121002,8978,bba,2000,512,288,512x288,18000,0.336,0.559,48.012,4089.382,0.442,2.086,21.872,517301.7099,43
251,103,driving,1,3,2,11,14273,274,0,572,3616,495,123867,9553,bba,2000,512,288,512x288,20000,0.35,0.574,48.095,4661.871,0.454,2.101,0.155,493201.5374,44
252,103,driving,1,3,2,12,15661,266,0,572,3488,463,115994,10165,bba,2000,512,288,512x288,22000,0.334,0.587,48.164,5234.36,0.464,2.111,0.238,476867.9039,42
253,103,driving,1,3,2,13,17001,240,0,572,3452,414,103562,10825,bba,2000,512,288,512x288,24000,0.36,0.6,48.223,5806.849,0.472,2.117,0.17,476477.9609,37
254,103,driving,1,3,2,14,18425,255,0,766,3564,454,113613,11402,bba,2000,512,288,512x288,26000,0.362,0.597,48.376,6379.338,0.493,2.125,0.22,487142.7288,41
255,103,driving,1,3,2,15,19870,277,0,766,3714,514,128630,11957,bba,2000,512,288,512x288,28000,0.282,0.601,48.503,7145.636,0.511,2.131,0.113,504344.6608,46
256,103,driving,1,3,2,16,21566,356,0,766,4254,757,189346,12261,bba,2000,512,288,512x288,30000,0.381,0.609,48.615,7911.934,0.527,2.147,0.103,566862.4297,67
257,103,driving,1,3,2,17,23205,395,0,766,4411,871,217819,12623,bba,2000,512,288,512x288,32000,0.358,0.619,48.713,8678.232,0.541,2.163,0.194,584769.9454,77
258,103,driving,1,3,2,18,24883,369,0,766,4906,905,226308,12945,bba,2000,512,288,512x288,34000,0.36,0.63,48.801,9444.53,0.554,2.176,0.156,646811.9248,80
259,103,driving,1,3,2,19,26489,402,0,766,4700,944,236216,13340,bba,2000,512,288,512x288,36000,0.317,0.641,48.879,10210.828,0.565,2.206,0.129,785248.1393,83
260,103,driving,1,3,2,20,28292,575,0,766,2988,859,214790,13538,bba,2000,512,288,512x288,38000,0.314,0.651,48.949,10977.126,0.575,2.203,0.218,387885.3588,76
261,103,driving,1,3,2,21,29880,405,0,766,4589,929,232352,13950,bba,2000,512,288,512x288,40000,0.528,0.662,49.013,11743.424,0.584,2.212,2.26,807305.4067,82
262,103,driving,1,3,2,22,31637,495,0,766,5329,1319,329785,14194,bba,2000,512,288,512x288,42000,0.309,0.672,49.071,12509.722,0.593,2.228,0.175,693734.26,115
263,103,driving,1,3,2,23,33450,408,0,766,5499,1121,280499,14382,bba,2000,512,288,512x288,44000,0.309,0.682,49.124,13276.02,0.6,2.234,0.278,722447.1203,98
264,103,driving,1,3,2,24,35328,397,0,766,5384,1068,267199,14504,bba,2000,512,288,512x288,46000,0.622,0.692,49.172,14042.318,0.607,2.24,0.202,714997.6739,85
265,103,driving,1,3,2,25,37168,349,0,766,5467,954,238528,14664,bba,2000,512,288,512x288,48000,0.319,0.701,49.217,14808.616,0.613,2.243,0.173,721382.7528,66
266,103,driving,1,3,2,26,38980,358,0,766,5221,934,233647,14853,bba,2000,512,288,512x288,50000,0.313,0.71,49.258,15574.914,0.619,2.246,0.254,701509.6841,82
